rating,review,split
negative,"this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material . 
",train
negative,"showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro . 
",train
negative,"the result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone . 
",train
negative,"dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ? 
",train
negative,"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it . 
",train
negative,"alternately frustrating and rewarding . 
",train
negative,"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable . 
",train
negative,"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world's most generic rock star . 
",train
negative,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . 
",train
negative,"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny . 
",train
negative,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any 'comedy' to ever spill from a projector's lens . 
",train
negative,"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '
",train
negative,"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result doesn't fully satisfy either the die-hard jason fans or those who can take a good joke . 
",train
negative,"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool . 
",train
negative,"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers . 
",train
negative,"on the right track to something that's creepy and effective . . . it's just going to take more than a man in a bullwinkle costume to get there . 
",train
negative,"a prison comedy that never really busts out of its comfy little cell . 
",train
negative," . . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes . 
",train
negative,"[newton]wanders through charlie completely unaware she needs to show some presence and star quality . 
",train
negative,"as pure over-the-top trash , any john waters movie has it beat by a country mile . 
",train
negative,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . 
",train
negative,"once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle . 
",train
negative,"tries too hard to be funny in a way that's too loud , too goofy and too short of an attention span . 
",train
negative,"starts out ballsy and stylish but fails to keep it up and settles into clichés . 
",train
negative,"spectators will indeed sit open-mouthed before the screen , not screaming but yawning . 
",train
negative,"glazed with a tawdry b-movie scum . 
",train
negative,"there is simply not enough of interest onscreen to sustain its seventy-minute running time . 
",train
negative,"…the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material . 
",train
